territorio,anno,tavola,genere,eta,eta_anni,cittadinanza,titolo_studio,condizione,valore
081008,2022,lavoro,M,Y_GE65,,TOTAL,ALL,12,2.31927009199275
081008,2023,lavoro,M,Y_GE65,,TOTAL,ALL,12,2.941463895728561
081008,2024,lavoro,M,Y_GE65,,TOTAL,ALL,12,3.0598829426169423
081008,2018,lavoro,M,Y_GE65,,TOTAL,ALL,22,258.0
081008,2019,lavoro,M,Y_GE65,,TOTAL,ALL,22,297.0
081008,2021,lavoro,M,Y_GE65,,TOTAL,ALL,22,244.04837822319
081008,2022,lavoro,M,Y_GE65,,TOTAL,ALL,22,282.319270091993
081008,2023,lavoro,M,Y_GE65,,TOTAL,ALL,22,260.9414638957286
081008,2024,lavoro,M,Y_GE65,,TOTAL,ALL,22,277.0598829426169
081008,2018,lavoro,M,Y_GE65,,TOTAL,ALL,23,2423.0
081008,2019,lavoro,M,Y_GE65,,TOTAL,ALL,23,2399.0
081008,2021,lavoro,M,Y_GE65,,TOTAL,ALL,23,2579.95162177681
081008,2022,lavoro,M,Y_GE65,,TOTAL,ALL,23,2550.68072990801
081008,2023,lavoro,M,Y_GE65,,TOTAL,ALL,23,2594.058536104272
081008,2024,lavoro,M,Y_GE65,,TOTAL,ALL,23,2633.940117057384
081008,2018,lavoro,M,Y_GE65,,TOTAL,ALL,24,2156.0
081008,2019,lavoro,M,Y_GE65,,TOTAL,ALL,24,2195.0
