anno,x,densita
2018,28.597,0.047411568562130406
2018,28.657,0.04678202674207855
2018,28.716,0.046177721318109356
2018,28.775,0.04560173375047673
2018,28.835,0.04505677213877076
2018,28.894,0.044545131683698835
2018,28.953,0.04406866489415464
2018,29.013,0.04362876140002369
2018,29.072,0.04322633701755537
2018,29.132,0.04286183152989925
2018,29.191,0.04253521449260001
2018,29.25,0.042245998253440845
2018,29.31,0.041993257287981534
2018,29.369,0.041775652895649065
2018,29.428,0.0415914622748122
2018,29.488,0.04143861099694923
2018,29.547,0.04131470792744806
2018,29.606,0.041217081691172636
2018,29.666,0.041142817851895434
2018,29.725,0.04108879606311843
2018,29.785,0.041051726550629865
2018,29.844,0.04102818540120441
2018,29.903,0.04101464825382939
2018,29.963,0.04100752211625755
2018,30.022,0.0410031751568869
2018,30.081,0.04099796444613887
2018,30.141,0.04098826173868963
2018,30.2,0.04097047749407839
2018,30.259,0.040941083424383795
2018,30.319,0.04089663392998548
2018,30.378,0.04083378683442376
2018,30.438,0.04074932385404898
2018,30.497,0.040640171235253195
2018,30.556,0.040503420960260106
2018,30.616,0.04033635286145737
2018,30.675,0.04013645789509159
2018,30.734,0.0399014627101366
2018,30.794,0.039629355511010315
2018,30.853,0.039318413058603424
2018,30.912,0.03896722848907546
2018,30.972,0.03857473946138734
2018,31.031,0.03814025598064885
2018,31.091,0.03766348709356994
2018,31.15,0.03714456552315918
2018,31.209,0.03658406921047034
2018,31.269,0.03598303866900048
2018,31.328,0.03534298903839537
2018,31.387,0.03466591575290964
2018,31.447,0.033954292819140086
2018,31.506,0.033211062827287405
2018,31.565,0.03243961799864922
2018,31.625,0.03164377179495583
2018,31.684,0.03082772087600314
2018,31.744,0.029995997482303374
2018,31.803,0.029153412628911503
2018,31.862,0.028304990813696935
2018,31.922,0.027455897255780824
2018,31.981,0.026611358975105238
2018,32.04,0.025776581289856253
2018,32.1,0.024956661533348308
2018,32.159,0.02415650196595344
2018,32.218,0.023380723972539347
2018,32.278,0.022633585685688098
2018,32.337,0.021918905156171183
2018,32.397,0.02123999110389903
2018,32.456,0.020599583126602504
2018,32.515,0.01999980302424117
2018,32.575,0.019442118621310785
2018,32.634,0.018927321145746703
2018,32.693,0.01845551686259696
2018,32.753,0.01802613327501679
2018,32.812,0.017637939807188183
2018,32.871,0.017289082486626747
2018,32.931,0.01697713176000945
2018,32.99,0.016699142219526408
2018,33.05,0.016451722697210364
2018,33.109,0.01623111491268149
2018,33.168,0.01603327864350504
2018,33.228,0.015853981233165462
2018,33.287,0.015688889163636838
2018,33.346,0.01553365939956578
2018,33.406,0.01538402825880831
2018,33.465,0.015235895676898897
2018,33.524,0.015085402906320568
2018,33.584,0.01492900191863913
2018,33.643,0.01476351505046532
2018,33.703,0.014586183743274762
2018,33.762,0.01439470556179868
2018,33.821,0.014187259024811463
2018,33.881,0.013962516134262025
2018,33.94,0.013719642832543507
2018,33.999,0.013458287942545737
2018,34.059,0.01317856144116541
2018,34.118,0.012881003175596957
2018,34.177,0.012566543345950813
2018,34.237,0.012236456242273435
2018,34.296,0.011892308835506038
